identifier,smiles,standard_inchi,standard_inchi_key,name,iupac_name,annotation_level,total_atom_count,heavy_atom_count,molecular_weight,exact_molecular_weight,molecular_formula,alogp,topological_polar_surface_area,rotatable_bond_count,hydrogen_bond_acceptors,hydrogen_bond_donors,hydrogen_bond_acceptors_lipinski,hydrogen_bond_donors_lipinski,lipinski_rule_of_five_violations,aromatic_rings_count,qed_drug_likeliness,formal_charge,fractioncsp3,number_of_minimal_rings,van_der_walls_volume,contains_sugar,contains_ring_sugars,contains_linear_sugars,murcko_framework,np_likeness,chemical_class,chemical_sub_class,chemical_super_class,direct_parent_classification,np_classifier_pathway,np_classifier_superclass,np_classifier_class,np_classifier_is_glycoside,organisms,collections,dois,synonyms,cas,is_pains,pains_reason,inchikey,P_TR,PS,rank
CNP0302814.1,CC(C)[C@]12CN3C[C@](C(C)C)(C[N@@](C1)[C@@H]3C1=CC=CS1)C2=O,"InChI=1S/C18H26N2OS/c1-12(2)17-8-19-10-18(13(3)4,16(17)21)11-20(9-17)15(19)14-6-5-7-22-14/h5-7,12-13,15H,8-11H2,1-4H3/t15-,17-,18+",FRJUSGDBPPXZFL-XGWQRUHWSA-N,"5,7-diisopropyl-2-(2-thienyl)-1,3-diazatricyclo[3.3.1.1^{3,7}]decan-6-one","5,7-diisopropyl-2-(2-thienyl)-1,3-diazatricyclo[3.3.1.1^{3,7}]decan-6-one",1,48,22,318.49,318.17658,C18H26N2OS,3.25,23.55,3,4,0,4,0,0,1,0.85,0,0.72,5,,False,False,False,s1cccc1C2N3CC4CN2CC(C3)C4,-0.45,Piperidines,Piperidinones,Organoheterocyclic compounds,Piperidinones,Alkaloids,Pseudoalkaloids,Terpenoid alkaloids,False,,Super Natural II,,,,False,,FRJUSGDBPPXZFL-XGWQRUHWSA-N,0.9871122241020203,0.8439809516072273,396
CNP0401470.1,O=C1N(C2=CC=CC=C2)C[C@H]2CN(CC3=NC=CS3)CCN12,"InChI=1S/C16H18N4OS/c21-16-19-8-7-18(12-15-17-6-9-22-15)10-14(19)11-20(16)13-4-2-1-3-5-13/h1-6,9,14H,7-8,10-12H2/t14-/m1/s1",PGBCZAZVVFDFGD-CQSZACIVSA-N,,"(8~{a}~{R})-2-phenyl-7-(thiazol-2-ylmethyl)-5,6,8,8~{a}-tetrahydro-1~{H}-imidazo[1,5-a]pyrazin-3-one",1,40,22,314.41,314.12013,C16H18N4OS,2.27,39.68,3,4,0,4,0,0,2,0.87,0,0.38,4,,False,False,False,n1ccsc1CN2CCN3CN(c4ccccc4)CC3C2,-1.93,Azolidines,Imidazolidines,Organoheterocyclic compounds,Phenylimidazolidines,Alkaloids,,,False,,ZINC NP,,,,False,,PGBCZAZVVFDFGD-CQSZACIVSA-N,0.9867441654205322,0.843666261434555,397
CNP0029232.1,COC1=CC=CC(CN2C[C@@H]3C[C@H]2C(=O)NC2=CC=CC=C2O3)=C1,"InChI=1S/C19H20N2O3/c1-23-14-6-4-5-13(9-14)11-21-12-15-10-17(21)19(22)20-16-7-2-3-8-18(16)24-15/h2-9,15,17H,10-12H2,1H3,(H,20,22)/t15-,17-/m0/s1",RONQPPMZVHYZCI-RDJZCZTQSA-N,NCGC00395577-01,"(1~{S},11~{S})-12-[(3-methoxyphenyl)methyl]-2-oxa-9,12-diazatricyclo[9.2.1.0^{3,8}]tetradeca-3,5,7-trien-10-one",2,44,24,324.38,324.14739,C19H20N2O3,2.67,50.8,3,4,1,4,1,0,2,0.94,0,0.32,4,,False,False,False,O1c2ccccc2NCC3N(Cc4ccccc4)CC1C3,-0.09,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Organic acids and derivatives,Alpha amino acid amides,Alkaloids,,,False,,ZINC NP,,,,False,,RONQPPMZVHYZCI-RDJZCZTQSA-N,0.9867119789123535,0.8436387419700623,398
CNP0438190.1,CCNC(=O)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC(=O)C1=CC=CS1,"InChI=1S/C14H18N2O5S/c1-2-15-14(18)21-9-7-20-11-8(6-19-12(9)11)16-13(17)10-4-3-5-22-10/h3-5,8-9,11-12H,2,6-7H2,1H3,(H,15,18)(H,16,17)/t8-,9+,11+,12+/m0/s1",ATCXCCYSKYBRCT-LUTQBAROSA-N,,"[(3~{S},3~{a}~{R},6~{R},6~{a}~{S})-3-(thiophene-2-carbonylamino)-2,3,3~{a},5,6,6~{a}-hexahydrofuro[3,2-b]furan-6-yl] ~{N}-ethylcarbamate",2,40,22,326.37,326.09364,C14H18N2O5S,0.76,85.89,4,6,2,6,2,0,1,0.85,0,0.57,3,279.26,False,False,False,O1CC(NCc2sccc2)C3OCCC13,-1.15,Furofurans,Furofurans,Organoheterocyclic compounds,Furofurans,,,,False,,Super Natural II|Supernatural3,,"(3R,3aS,6S,6aR)-6-(thiophene-2-amido)-hexahydrofuro[3,2-b]furan-3-yl N-ethylcarbamate",,False,,ATCXCCYSKYBRCT-LUTQBAROSA-N,0.9866306185722351,0.843569178879261,399
CNP0316816.1,CN1C=CN=C1CN1C(=O)CO[C@H]2CN(C(=O)NCC3=CC=CC=C3)C[C@H]21,"InChI=1S/C19H23N5O3/c1-22-8-7-20-17(22)12-24-15-10-23(11-16(15)27-13-18(24)25)19(26)21-9-14-5-3-2-4-6-14/h2-8,15-16H,9-13H2,1H3,(H,21,26)/t15-,16+/m1/s1",SURWPDUSJYLFOK-CVEARBPZSA-N,NCGC00394952-01,"(4~{a}~{R},7~{a}~{S})-~{N}-benzyl-4-[(1-methylimidazol-2-yl)methyl]-3-oxo-4~{a},5,7,7~{a}-tetrahydropyrrolo[3,4-b][1,4]oxazine-6-carboxamide",2,50,27,369.43,369.18009,C19H23N5O3,0.74,79.7,4,5,1,5,1,0,2,0.86,0,0.42,4,,False,False,False,[N]1C=CN=C1CN2CCOC3CN(CNCc4ccccc4)CC23,-1.57,Pyrrolidines,Pyrrolidine carboxylic acids and derivatives,Organoheterocyclic compounds,Pyrrolidinecarboxamides,Alkaloids,Ornithine alkaloids,,False,,ZINC NP,,,,False,,SURWPDUSJYLFOK-CVEARBPZSA-N,0.9866182208061218,0.8435585787892341,400
CNP0484802.0,O=C(NCC1=CC=CC=C1)C1=CC=C(OC2CSC2)C=C1,"InChI=1S/C17H17NO2S/c19-17(18-10-13-4-2-1-3-5-13)14-6-8-15(9-7-14)20-16-11-21-12-16/h1-9,16H,10-12H2,(H,18,19)",YGGWFFWEQZPJOG-UHFFFAOYSA-N,N-benzyl-4-(thietan-3-yloxy)benzamide,~{N}-benzyl-4-(thietan-3-yloxy)benzamide,2,38,21,299.4,299.098,C17H17NO2S,3.11,38.33,5,3,1,3,1,0,2,0.92,0,0.24,3,269.39,False,False,False,O(c1ccc(cc1)CNCc2ccccc2)C3CSC3,-0.95,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzenoids,N-benzylbenzamides,Alkaloids,,,False,,Supernatural3,,AKOS000396550|BIM-0044462.P001|CBMicro_044474|CHEMBL1528589|Cambridge id 6076652|HMS2379C09|MLS000042970|MLS002585222|N-benzyl-4-(thietan-3-yloxy)benzamide|Oprea1_705981|SMR000019397|STL378173,,False,,YGGWFFWEQZPJOG-UHFFFAOYSA-N,0.9863477945327759,0.8433273643255234,401
CNP0364425.1,O=C(NC1=CC=CC=C1)N1C[C@@H]2OCC(=O)N(CC3=CC=CC=N3)[C@@H]2C1,"InChI=1S/C19H20N4O3/c24-18-13-26-17-12-22(19(25)21-14-6-2-1-3-7-14)11-16(17)23(18)10-15-8-4-5-9-20-15/h1-9,16-17H,10-13H2,(H,21,25)/t16-,17+/m1/s1",CIYIXSHFOFHQIY-SJORKVTESA-N,NCGC00421578-01,"(4~{a}~{R},7~{a}~{S})-3-oxo-~{N}-phenyl-4-(2-pyridylmethyl)-4~{a},5,7,7~{a}-tetrahydropyrrolo[3,4-b][1,4]oxazine-6-carboxamide",2,46,26,352.39,352.15354,C19H20N4O3,1.73,74.77,3,4,1,4,1,0,2,0.91,0,0.32,4,,False,False,False,n1ccccc1CN2CCOC3CN(CNc4ccccc4)CC23,-1.62,Benzene and substituted derivatives,N-phenylureas,Benzenoids,N-phenylureas,Alkaloids,Ornithine alkaloids,,False,,ZINC NP,,,,False,,CIYIXSHFOFHQIY-SJORKVTESA-N,0.9863013029098511,0.8432876139879226,402
CNP0518062.1,CO[C@@H]1C(=O)N(CC2=CC=CC=C2)[C@@H]2CN(C(=O)NC(C)C)C[C@H]12,"InChI=1S/C18H25N3O3/c1-12(2)19-18(23)20-10-14-15(11-20)21(17(22)16(14)24-3)9-13-7-5-4-6-8-13/h4-8,12,14-16H,9-11H2,1-3H3,(H,19,23)/t14-,15+,16-/m0/s1",LRWQQVFSZMTSHV-XHSDSOJGSA-N,,"(3~{S},3~{a}~{S},6~{a}~{S})-1-benzyl-~{N}-isopropyl-3-methoxy-2-oxo-3~{a},4,6,6~{a}-tetrahydro-3~{H}-pyrrolo[3,4-b]pyrrole-5-carboxamide",3,49,24,331.42,331.18959,C18H25N3O3,1.46,61.88,4,3,1,3,1,0,1,0.91,0,0.56,3,314.34,False,False,False,c1ccc(cc1)CN2CCC3CNCC23,-0.56,Pyrrolidines,Pyrrolidine carboxylic acids and derivatives,Organoheterocyclic compounds,Pyrrolidinecarboxamides,Alkaloids,Pseudoalkaloids,Phenylalanine-derived alkaloids,False,,Supernatural3,,"(3S,3aS,6aS)-1-benzyl-3-methoxy-2-oxo-N-propan-2-yl-3a,4,6,6a-tetrahydro-3H-pyrrolo[3,4-b]pyrrole-5-carboxamide",,False,,LRWQQVFSZMTSHV-XHSDSOJGSA-N,0.9862346053123474,0.843230587542057,403
CNP0438240.1,C1=CC=C(CO[C@@H]2CO[C@H]3[C@@H]2OC[C@@H]3NCC2=CC=CO2)C=C1,"InChI=1S/C18H21NO4/c1-2-5-13(6-3-1)10-21-16-12-23-17-15(11-22-18(16)17)19-9-14-7-4-8-20-14/h1-8,15-19H,9-12H2/t15-,16+,17+,18+/m0/s1",ATWWJBCWPMBCRN-BSDSXHPESA-N,,"(3~{S},3~{a}~{R},6~{R},6~{a}~{S})-6-benzyloxy-~{N}-(2-furylmethyl)-2,3,3~{a},5,6,6~{a}-hexahydrofuro[3,2-b]furan-3-amine",1,44,23,315.37,315.14706,C18H21NO4,2.12,52.86,6,5,1,5,1,0,2,0.88,0,0.44,4,,False,False,False,o1cccc1CNC2COC3C(OCc4ccccc4)COC32,-0.53,Benzene and substituted derivatives,Benzylethers,Benzenoids,Benzylethers,Shikimates and Phenylpropanoids,,,False,,Super Natural II,,,,False,,ATWWJBCWPMBCRN-BSDSXHPESA-N,0.9859435558319092,0.8429817402362824,404
CNP0176931.1,O[C@@H]1[C@@H](N2C=C(Cl)C=N2)[C@@H]2OCC(O2)[C@H]1NCC1=CC=CC=N1,"InChI=1S/C15H17ClN4O3/c16-9-5-19-20(7-9)13-14(21)12(11-8-22-15(13)23-11)18-6-10-3-1-2-4-17-10/h1-5,7,11-15,18,21H,6,8H2/t11?,12-,13-,14+,15-/m1/s1",GFLJIKJLTBHNIG-HKJOBYGYSA-N,"(2S,3S,4R,5R)-4-(4-chloropyrazol-1-yl)-2-(pyridin-2-ylmethylamino)-6,8-dioxabicyclo[3.2.1]octan-3-ol","(2~{S},3~{S},4~{R},5~{R})-4-(4-chloropyrazol-1-yl)-2-(2-pyridylmethylamino)-6,8-dioxabicyclo[3.2.1]octan-3-ol",1,40,23,336.78,336.09892,C15H17ClN4O3,0.75,81.43,4,7,2,7,2,0,2,0.86,0,0.47,4,,False,False,False,n1ccccc1CNC2CC(n3nccc3)C4OCC2O4,-0.86,Oxepanes,Oxepanes,Organoheterocyclic compounds,Oxepanes,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids,False,,ZINC NP,,,,False,,GFLJIKJLTBHNIG-HKJOBYGYSA-N,0.985880970954895,0.8429282301664353,405
CNP0516134.1,CC(C)NC(=O)[C@@H]1CC2=C(CN1CC1=CC=C(Cl)C=C1)N=CN2,"InChI=1S/C17H21ClN4O/c1-11(2)21-17(23)16-7-14-15(20-10-19-14)9-22(16)8-12-3-5-13(18)6-4-12/h3-6,10-11,16H,7-9H2,1-2H3,(H,19,20)(H,21,23)/t16-/m0/s1",QETXBMGIRNEOSC-INIZCTEOSA-N,"(6S)-5-[(4-chlorophenyl)methyl]-N-propan-2-yl-3,4,6,7-tetrahydroimidazo[4,5-c]pyridine-6-carboxamide","(6~{S})-5-[(4-chlorophenyl)methyl]-~{N}-isopropyl-1,4,6,7-tetrahydroimidazo[4,5-c]pyridine-6-carboxamide",3,44,23,332.83,332.14039,C17H21ClN4O,2.51,61.02,4,3,2,3,2,0,2,0.9,0,0.41,3,298.65,False,False,False,N1=C[N]C2=C1CN(Cc3ccccc3)CC2,-1.36,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Organic acids and derivatives,Alpha amino acid amides,Alkaloids,Pseudoalkaloids,,False,,Supernatural3,,"(6S)-5-[(4-chlorophenyl)methyl]-N-propan-2-yl-3,4,6,7-tetrahydroimidazo[4,5-c]pyridine-6-carboxamide",,False,,QETXBMGIRNEOSC-INIZCTEOSA-N,0.9858731031417847,0.8429215031862258,406
CNP0300730.1,CC(=O)C1=C(NC(=O)C2=CC=C3N=CC=CC3=C2)C[C@@H]2[C@H]1C2(C)C,"InChI=1S/C20H20N2O2/c1-11(23)17-16(10-14-18(17)20(14,2)3)22-19(24)13-6-7-15-12(9-13)5-4-8-21-15/h4-9,14,18H,10H2,1-3H3,(H,22,24)/t14-,18-/m1/s1",CNMOQRIXPYGNDE-RDTXWAMCSA-N,STL526572,"~{N}-[(1~{S},5~{R})-2-acetyl-6,6-dimethyl-3-bicyclo[3.1.0]hex-2-enyl]quinoline-6-carboxamide",2,44,24,320.39,320.15248,C20H20N2O2,3.48,59.06,3,3,1,3,1,0,2,0.94,0,0.35,4,298.59,False,False,False,n1cccc2cc(ccc12)CNC3=CC4CC4C3,-0.5,Quinolines and derivatives,Quinoline carboxamides,Organoheterocyclic compounds,Quinoline carboxamides,Alkaloids,Tryptophan alkaloids,,False,,InterBioScreen Ltd|Super Natural II,,"AKOS030493365|N-[(1S,5R)-2-ACETYL-6,6-DIMETHYLBICYCLO[3.1.0]HEX-2-EN-3-YL]QUINOLINE-6-CARBOXAMIDE",,False,,CNMOQRIXPYGNDE-RDTXWAMCSA-N,0.9855732321739197,0.8426651135087013,407
CNP0540736.1,CC(C)[C@]1(C)NC(C2=NC3=CC=CC=C3C=C2C(=O)O)=NC1=O,"InChI=1S/C17H17N3O3/c1-9(2)17(3)16(23)19-14(20-17)13-11(15(21)22)8-10-6-4-5-7-12(10)18-13/h4-9H,1-3H3,(H,21,22)(H,19,20,23)/t17-/m0/s1",CABMTIJINOIHOD-KRWDZBQOSA-N,imazaquin,2-[(5~{S})-5-isopropyl-5-methyl-4-oxo-1~{H}-imidazol-2-yl]quinoline-3-carboxylic acid,2,40,23,311.34,311.12699,C17H17N3O3,2.22,91.65,3,4,2,4,2,0,2,0.91,0,0.29,3,,False,False,False,n1c2ccccc2ccc1C3=NCCN3,-0.16,Quinolines and derivatives,Quinoline carboxylic acids,Organoheterocyclic compounds,Quinoline carboxylic acids,Alkaloids,Anthranilic acid alkaloids,,False,,Super Natural II|Supernatural3,,imazaquin,,False,,CABMTIJINOIHOD-KRWDZBQOSA-N,0.9855000376701355,0.8426025322079659,408
CNP0449620.1,O[C@@H]1CO[C@H]2[C@H]1OC[C@H]2NC1=NC=CC(C2=CC=CO2)=N1,"InChI=1S/C14H15N3O4/c18-10-7-21-12-9(6-20-13(10)12)17-14-15-4-3-8(16-14)11-2-1-5-19-11/h1-5,9-10,12-13,18H,6-7H2,(H,15,16,17)/t9-,10-,12-,13+/m1/s1",IHBHXYMTOCUIFK-WFFHOREQSA-N,,"(3~{R},3~{a}~{R},6~{R},6~{a}~{S})-3-[[4-(2-furyl)pyrimidin-2-yl]amino]-2,3,3~{a},5,6,6~{a}-hexahydrofuro[3,2-b]furan-6-ol",2,36,21,289.29,289.10626,C14H15N3O4,0.68,89.64,3,7,2,7,2,0,2,0.86,0,0.43,4,,False,False,False,n1ccc(nc1NC2COC3CCOC32)-c4occc4,-0.8,Furofurans,Furofurans,Organoheterocyclic compounds,Furofurans,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids,False,,Supernatural3,,"(3R,3aR,6S,6aR)-6-{[4-(furan-2-yl)pyrimidin-2-yl]amino}-hexahydrofuro[3,2-b]furan-3-ol",,False,,IHBHXYMTOCUIFK-WFFHOREQSA-N,0.9847649335861206,0.841974018216133,409
CNP0249776.2,COC(=O)C1=C(C)NC2=C(C(=O)CC(C)(C)C2)[C@H]1C1=CC=CC=N1,"InChI=1S/C19H22N2O3/c1-11-15(18(23)24-4)17(12-7-5-6-8-20-12)16-13(21-11)9-19(2,3)10-14(16)22/h5-8,17,21H,9-10H2,1-4H3/t17-/m0/s1",QBZAIOYBFOFLSW-KRWDZBQOSA-N,,"methyl (4~{R})-2,7,7-trimethyl-5-oxo-4-(2-pyridyl)-1,4,6,8-tetrahydroquinoline-3-carboxylate",1,46,24,326.4,326.16304,C19H22N2O3,2.86,68.29,2,5,1,5,1,0,1,0.85,0,0.42,3,,False,False,False,n1ccccc1C2C=CNC3=C2CCCC3,-0.96,Pyridines and derivatives,Halopyridines,Organoheterocyclic compounds,2-halopyridines,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids,False,,Super Natural II,,,,False,,QBZAIOYBFOFLSW-KRWDZBQOSA-N,0.9845390915870667,0.841780923306942,410
CNP0134816.1,O[C@@H]1[C@@H](N2C=C(Cl)C=N2)[C@@H]2OCC(O2)[C@H]1NCC1=CC=CC=C1,"InChI=1S/C16H18ClN3O3/c17-11-7-19-20(8-11)14-15(21)13(12-9-22-16(14)23-12)18-6-10-4-2-1-3-5-10/h1-5,7-8,12-16,18,21H,6,9H2/t12?,13-,14-,15+,16-/m1/s1",STOOUGSLXAJZTB-KMVIYXDESA-N,"(2S,3S,4R,5R)-2-(benzylamino)-4-(4-chloropyrazol-1-yl)-6,8-dioxabicyclo[3.2.1]octan-3-ol","(2~{S},3~{S},4~{R},5~{R})-2-(benzylamino)-4-(4-chloropyrazol-1-yl)-6,8-dioxabicyclo[3.2.1]octan-3-ol",1,41,23,335.79,335.10367,C16H18ClN3O3,1.35,68.54,4,6,2,6,2,0,2,0.88,0,0.44,4,,False,False,False,n1cccn1C2CC(NCc3ccccc3)C4OC2OC4,-0.36,Oxepanes,Oxepanes,Organoheterocyclic compounds,Oxepanes,Alkaloids,,,False,,ZINC NP,,,,False,,STOOUGSLXAJZTB-KMVIYXDESA-N,0.9844620227813721,0.8417150294780731,411
CNP0449620.2,O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC1=NC=CC(C2=CC=CO2)=N1,"InChI=1S/C14H15N3O4/c18-10-7-21-12-9(6-20-13(10)12)17-14-15-4-3-8(16-14)11-2-1-5-19-11/h1-5,9-10,12-13,18H,6-7H2,(H,15,16,17)/t9-,10+,12+,13+/m0/s1",IHBHXYMTOCUIFK-XKAARJIMSA-N,,"(3~{S},3~{a}~{R},6~{R},6~{a}~{R})-3-[[4-(2-furyl)pyrimidin-2-yl]amino]-2,3,3~{a},5,6,6~{a}-hexahydrofuro[3,2-b]furan-6-ol",2,36,21,289.29,289.10626,C14H15N3O4,0.68,89.64,3,7,2,7,2,0,2,0.86,0,0.43,4,,False,False,False,n1ccc(nc1NC2COC3CCOC32)-c4occc4,-0.8,Furofurans,Furofurans,Organoheterocyclic compounds,Furofurans,Alkaloids,Nicotinic acid alkaloids,Pyridine alkaloids,False,,Super Natural II|Supernatural3,,"(3R,3aR,6S,6aR)-6-{[4-(furan-2-yl)pyrimidin-2-yl]amino}-hexahydrofuro[3,2-b]furan-3-ol",,False,,IHBHXYMTOCUIFK-XKAARJIMSA-N,0.9844214916229248,0.8416803753376007,412
CNP0547461.1,COC1=CC=C(O[C@H]2COCCN(C(=O)C3=CC=NO3)C2)C=C1,"InChI=1S/C16H18N2O5/c1-20-12-2-4-13(5-3-12)22-14-10-18(8-9-21-11-14)16(19)15-6-7-17-23-15/h2-7,14H,8-11H2,1H3/t14-/m1/s1",ZOPKQZBNLOFNNW-CQSZACIVSA-N,"[(6R)-6-(4-methoxyphenoxy)-1,4-oxazepan-4-yl]-(1,2-oxazol-5-yl)methanone","isoxazol-5-yl-[(6~{R})-6-(4-methoxyphenoxy)-1,4-oxazepan-4-yl]methanone",3,41,23,318.33,318.12157,C16H18N2O5,1.6,74.03,4,6,0,6,0,0,2,0.85,0,0.38,3,,False,False,False,n1oc(cc1)CN2CCOCC(Oc3ccccc3)C2,-1.36,Phenol ethers,Anisoles,Benzenoids,Anisoles,Alkaloids,Lysine alkaloids,,False,,Supernatural3,,"CHEMBL3437079|[(6R)-6-(4-methoxyphenoxy)-1,4-oxazepan-4-yl]-(1,2-oxazol-5-yl)methanone",,False,,ZOPKQZBNLOFNNW-CQSZACIVSA-N,0.9843953847885132,0.8416580539941787,413
CNP0266619.1,COC1=CC=C([C@@H]2NC(=O)C(O)=C2C(=O)C2=CC=CC=C2)C=C1,"InChI=1S/C18H15NO4/c1-23-13-9-7-11(8-10-13)15-14(17(21)18(22)19-15)16(20)12-5-3-2-4-6-12/h2-10,15,21H,1H3,(H,19,22)/t15-/m0/s1",KFEOJJPLRIQBSW-HNNXBMFYSA-N,"(2S)-3-benzoyl-4-hydroxy-2-(4-methoxyphenyl)-1,2-dihydropyrrol-5-one","(2~{S})-3-benzoyl-4-hydroxy-2-(4-methoxyphenyl)-1,2-dihydropyrrol-5-one",1,38,23,309.32,309.10011,C18H15NO4,2.56,75.63,4,4,2,4,2,0,2,0.85,0,0.11,3,,False,False,False,c1ccc(cc1)CC2=CCNC2c3ccccc3,-0.39,Pyrrolines,Phenylpyrrolines,Organoheterocyclic compounds,Phenylpyrrolines,Alkaloids,,,False,,Super Natural II,,,,False,,KFEOJJPLRIQBSW-HNNXBMFYSA-N,0.9841514825820923,0.8414495176076889,414
CNP0038608.1,O=C(NC1=CC=CC=C1)O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NCC1=CC=CC=N1,"InChI=1S/C19H21N3O4/c23-19(22-13-6-2-1-3-7-13)26-16-12-25-17-15(11-24-18(16)17)21-10-14-8-4-5-9-20-14/h1-9,15-18,21H,10-12H2,(H,22,23)/t15-,16+,17+,18+/m0/s1",GJBUJHHAYUQRIB-BSDSXHPESA-N,,"[(3~{S},3~{a}~{R},6~{R},6~{a}~{S})-3-(2-pyridylmethylamino)-2,3,3~{a},5,6,6~{a}-hexahydrofuro[3,2-b]furan-6-yl] ~{N}-phenylcarbamate",1,47,26,355.39,355.15321,C19H21N3O4,1.95,81.71,5,6,2,6,2,0,2,0.85,0,0.37,4,,False,False,False,n1ccccc1CNC2COC3C(OCNc4ccccc4)COC32,-1.05,Benzene and substituted derivatives,Phenylcarbamic acid esters,Benzenoids,Phenylcarbamic acid esters,Alkaloids,,,False,,Super Natural II|ZINC NP,,,,False,,GJBUJHHAYUQRIB-BSDSXHPESA-N,0.9838694930076599,0.8412084165215492,415
CNP0547167.2,C[C@H]1COC(C2=CC3=C(C=N2)OC(C)(C)[C@H](O)C3)=CC1=O,"InChI=1S/C16H19NO4/c1-9-8-20-13(6-12(9)18)11-4-10-5-15(19)16(2,3)21-14(10)7-17-11/h4,6-7,9,15,19H,5,8H2,1-3H3/t9-,15+/m0/s1",YWEADJGFUUXCFT-BJOHPYRUSA-N,Amphichoterpenoid D,"(3~{S})-6-[(3~{R})-3-hydroxy-2,2-dimethyl-3,4-dihydropyrano[2,3-c]pyridin-6-yl]-3-methyl-2,3-dihydropyran-4-one",4,40,21,289.33,289.13141,C16H19NO4,1.73,68.65,1,5,1,5,1,0,1,0.85,0,0.5,3,,False,False,False,n1cc2OCCCc2cc1C=3OCCCC3,1.86,Pyranopyridines,Pyranopyridines,Organoheterocyclic compounds,Pyranopyridines,Alkaloids,,,False,Amphichorda felina SYSU-MS7908|Beauveria felina,NPAtlas|WikiData Natural Products,10.3390/MOLECULES27165076|10.3390/molecules27165076,Amphichoterpenoid D,,False,,YWEADJGFUUXCFT-BJOHPYRUSA-N,0.9836314916610718,0.8410049253702163,416
CNP0457756.0,CCC1(CC)C(=O)N=C(NC2=CC=CC=C2OC)N=C1O,"InChI=1S/C15H19N3O3/c1-4-15(5-2)12(19)17-14(18-13(15)20)16-10-8-6-7-9-11(10)21-3/h6-9H,4-5H2,1-3H3,(H2,16,17,18,19,20)",MYLAKMGEJFMVTI-UHFFFAOYSA-N,"5,5-diethyl-6-hydroxy-2-(2-methoxyanilino)pyrimidin-4-one","5,5-diethyl-6-hydroxy-2-(2-methoxyanilino)pyrimidin-4-one",1,40,21,289.34,289.14264,C15H19N3O3,2.77,83.28,4,4,2,4,2,0,1,0.89,0,0.4,2,,False,False,False,N1=CCCN=C1Nc2ccccc2,-0.29,Phenol ethers,Anisoles,Benzenoids,Anisoles,Alkaloids,Anthranilic acid alkaloids,,False,,Super Natural II,,,,False,,MYLAKMGEJFMVTI-UHFFFAOYSA-N,0.9834226369857788,0.8408263546228408,417
CNP0401003.0,O=C(CCC1=CC=C2OCCC2=C1)NCCC1=CNC=N1,"InChI=1S/C16H19N3O2/c20-16(18-7-5-14-10-17-11-19-14)4-2-12-1-3-15-13(9-12)6-8-21-15/h1,3,9-11H,2,4-8H2,(H,17,19)(H,18,20)",YWVXTYWFZZYILH-UHFFFAOYSA-N,"3-(2,3-dihydro-1-benzofuran-5-yl)-N-[2-(1H-imidazol-4-yl)ethyl]propanamide","3-(2,3-dihydrobenzofuran-5-yl)-~{N}-[2-(1~{H}-imidazol-4-yl)ethyl]propanamide",1,40,21,285.35,285.14773,C16H19N3O2,1.64,67.01,6,3,2,3,2,0,2,0.85,0,0.38,3,266.3,False,False,False,[N]1C=NC(=C1)CCNCCCc2ccc3OCCc3c2,-0.67,Coumarans,Coumarans,Organoheterocyclic compounds,Coumarans,Alkaloids,Histidine alkaloids,,False,,InterBioScreen Ltd,,,,False,,YWVXTYWFZZYILH-UHFFFAOYSA-N,0.9832382202148438,0.8406686782836914,418
CNP0586083.1,CC(C)(C)C1=CN(C[C@H]2OC[C@H](O)[C@H]2NCC2=CSC=C2)N=N1,"InChI=1S/C16H24N4O2S/c1-16(2,3)14-8-20(19-18-14)7-13-15(12(21)9-22-13)17-6-11-4-5-23-10-11/h4-5,8,10,12-13,15,17,21H,6-7,9H2,1-3H3/t12-,13+,15+/m0/s1",ATHFJOYSXRDTOP-GZBFAFLISA-N,,"(3~{R},4~{R},5~{R})-5-[(4-~{tert}-butyltriazol-1-yl)methyl]-4-(3-thienylmethylamino)tetrahydrofuran-3-ol",2,47,23,336.46,336.162,C16H24N4O2S,1.56,72.2,5,7,2,7,2,0,2,0.87,0,0.63,3,309.83,False,False,False,n1nn(cc1)CC2OCCC2NCc3cscc3,-1.36,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Organic oxygen compounds,Monosaccharides,,,,False,,Supernatural3,,"(3R,4R,5R)-5-[(4-tert-butyltriazol-1-yl)methyl]-4-(thiophen-3-ylmethylamino)oxolan-3-ol",,False,,ATHFJOYSXRDTOP-GZBFAFLISA-N,0.9832010269165039,0.8406368780136109,419
