identifier,smiles,standard_inchi,standard_inchi_key,name,iupac_name,annotation_level,total_atom_count,heavy_atom_count,molecular_weight,exact_molecular_weight,molecular_formula,alogp,topological_polar_surface_area,rotatable_bond_count,hydrogen_bond_acceptors,hydrogen_bond_donors,hydrogen_bond_acceptors_lipinski,hydrogen_bond_donors_lipinski,lipinski_rule_of_five_violations,aromatic_rings_count,qed_drug_likeliness,formal_charge,fractioncsp3,number_of_minimal_rings,van_der_walls_volume,contains_sugar,contains_ring_sugars,contains_linear_sugars,murcko_framework,np_likeness,chemical_class,chemical_sub_class,chemical_super_class,direct_parent_classification,np_classifier_pathway,np_classifier_superclass,np_classifier_class,np_classifier_is_glycoside,organisms,collections,dois,synonyms,cas,is_pains,pains_reason,inchikey,P_TR,PS,rank
CNP0110421.0,COC1=CC(OC)=CC(C(=O)NCC2=CC=CS2)=C1,"InChI=1S/C14H15NO3S/c1-17-11-6-10(7-12(8-11)18-2)14(16)15-9-13-4-3-5-19-13/h3-8H,9H2,1-2H3,(H,15,16)",KHYZTWGLKIAWIR-UHFFFAOYSA-N,"3,5-dimethoxy-N-(thiophen-2-ylmethyl)benzamide","3,5-dimethoxy-~{N}-(2-thienylmethyl)benzamide",3,34,19,277.34,277.07726,C14H15NO3S,2.7,47.56,5,4,1,4,1,0,2,0.91,0,0.21,2,,False,False,False,s1cccc1CNCc2ccccc2,-1.9,Benzene and substituted derivatives,Methoxybenzenes,Benzenoids,Dimethoxybenzenes,Alkaloids,,,False,,ZINC NP,,"3,5-DIMETHOXY-N~1~-(2-THIENYLMETHYL)BENZAMIDE|3,5-dimethoxy-N-(2-thienylmethyl)benzamide|438530-48-4|AK-968\/15363459|AKOS001078665|Oprea1_369117|STK419485|Z29693844",438530-48-4,False,,KHYZTWGLKIAWIR-UHFFFAOYSA-N,0.999687910079956,0.8547331631183624,143
CNP0551005.1,C[C@H]1C[C@@H]2[C@@H](CC(=O)N2CC2=CC=CC=C2)[C@@H]1CNS(C)(=O)=O,"InChI=1S/C17H24N2O3S/c1-12-8-16-14(15(12)10-18-23(2,21)22)9-17(20)19(16)11-13-6-4-3-5-7-13/h3-7,12,14-16,18H,8-11H2,1-2H3/t12-,14-,15+,16+/m0/s1",SIUINAXFHSRIIA-ARLBYUKCSA-N,,"~{N}-[[(3~{a}~{S},4~{R},5~{S},6~{a}~{R})-1-benzyl-5-methyl-2-oxo-3,3~{a},4,5,6,6~{a}-hexahydrocyclopenta[b]pyrrol-4-yl]methyl]methanesulfonamide",3,47,23,336.46,336.15076,C17H24N2O3S,1.61,66.48,5,3,1,3,1,0,1,0.89,0,0.59,3,,False,False,False,c1ccc(cc1)CN2CCC3CCCC23,-0.43,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Organic acids and derivatives,Delta amino acids and derivatives,Alkaloids,Lysine alkaloids,,False,,Supernatural3,,"N-[[(3aS,4R,5S,6aR)-1-benzyl-5-methyl-2-oxo-3,3a,4,5,6,6a-hexahydrocyclopenta[b]pyrrol-4-yl]methyl]methanesulfonamide",,False,,SIUINAXFHSRIIA-ARLBYUKCSA-N,0.999677300453186,0.854724091887474,144
CNP0041534.1,CO[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2NC1=NC=CC(C2=CC=C3OCOC3=C2)=N1,"InChI=1S/C18H19N3O5/c1-22-15-8-24-16-12(7-23-17(15)16)21-18-19-5-4-11(20-18)10-2-3-13-14(6-10)26-9-25-13/h2-6,12,15-17H,7-9H2,1H3,(H,19,20,21)/t12-,15+,16+,17+/m0/s1",YDTNUOUFBBAWTP-WBQNTZJQSA-N,"N-[(3S,3aR,6R,6aS)-6-methoxy-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-3-yl]-4-(1,3-benzodioxol-5-yl)pyrimidin-2-amine","~{N}-[(3~{S},3~{a}~{R},6~{R},6~{a}~{S})-6-methoxy-2,3,3~{a},5,6,6~{a}-hexahydrofuro[3,2-b]furan-3-yl]-4-(1,3-benzodioxol-5-yl)pyrimidin-2-amine",2,45,26,357.37,357.13247,C18H19N3O5,1.47,83.96,4,8,1,8,1,0,2,0.88,0,0.44,5,,False,False,False,n1ccc(nc1NC2COC3CCOC32)-c4ccc5OCOc5c4,-0.37,Benzodioxoles,Benzodioxoles,Organoheterocyclic compounds,Benzodioxoles,Alkaloids,,,False,,Super Natural II|ZINC NP,,CHEMBL4896688,,False,,YDTNUOUFBBAWTP-WBQNTZJQSA-N,0.9996680021286011,0.8547161418199539,145
CNP0547296.1,COC1=CC=CC(NC(=O)N2C[C@@H]3[C@H](O)C(=O)N(CC4=CC=CC=C4)[C@@H]3C2)=C1,"InChI=1S/C21H23N3O4/c1-28-16-9-5-8-15(10-16)22-21(27)23-12-17-18(13-23)24(20(26)19(17)25)11-14-6-3-2-4-7-14/h2-10,17-19,25H,11-13H2,1H3,(H,22,27)/t17-,18+,19-/m0/s1",HHRSYKAMSMVXCK-OTWHNJEPSA-N,,"(3~{S},3~{a}~{S},6~{a}~{S})-1-benzyl-3-hydroxy-~{N}-(3-methoxyphenyl)-2-oxo-3~{a},4,6,6~{a}-tetrahydro-3~{H}-pyrrolo[3,4-b]pyrrole-5-carboxamide",2,51,28,381.43,381.16886,C21H23N3O4,1.93,82.11,4,4,2,4,2,0,2,0.85,0,0.33,4,,False,False,False,c1ccc(cc1)NCN2CC3N(Cc4ccccc4)CCC3C2,-0.84,Benzene and substituted derivatives,N-phenylureas,Benzenoids,N-phenylureas,Alkaloids,,,False,,Supernatural3,,"(3S,3aS,6aS)-1-benzyl-3-hydroxy-N-(3-methoxyphenyl)-2-oxo-3a,4,6,6a-tetrahydro-3H-pyrrolo[3,4-b]pyrrole-5-carboxamide",,False,,HHRSYKAMSMVXCK-OTWHNJEPSA-N,0.9996591806411743,0.854708599448204,146
CNP0453120.1,CC(C)C1=CC=C(N2C(=O)N[C@@H]3CCN(C(=O)C4=CC=CS4)[C@@H]3C2=O)C=C1,"InChI=1S/C20H21N3O3S/c1-12(2)13-5-7-14(8-6-13)23-19(25)17-15(21-20(23)26)9-10-22(17)18(24)16-4-3-11-27-16/h3-8,11-12,15,17H,9-10H2,1-2H3,(H,21,26)/t15-,17+/m1/s1",KHFXSVWNVUSJHV-WBVHZDCISA-N,,"(4~{a}~{S},7~{a}~{R})-3-(4-isopropylphenyl)-5-(thiophene-2-carbonyl)-4~{a},6,7,7~{a}-tetrahydro-1~{H}-pyrrolo[3,2-d]pyrimidine-2,4-dione",2,48,27,383.47,383.13036,C20H21N3O3S,3.21,69.72,3,4,1,4,1,0,2,0.88,0,0.35,4,338.03,False,False,False,s1cccc1CN2CCC3NCN(c4ccccc4)CC23,-1.34,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",Organic acids and derivatives,Alpha amino acids,Amino acids and Peptides,,,False,,Super Natural II|Supernatural3,,"(4aS,7aR)-3-(4-isopropylphenyl)-5-(thiophene-2-carbonyl)-tetrahydro-1H-pyrrolo[3,2-d]pyrimidine-2,4-dione",,False,,KHFXSVWNVUSJHV-WBVHZDCISA-N,0.999653697013855,0.854703910946846,147
CNP0485835.1,NC(=O)[C@@]1(CC2=CC=CC=C2)N=C(CC2=CC=CC=C2)C(=O)N1,"InChI=1S/C18H17N3O2/c19-17(23)18(12-14-9-5-2-6-10-14)20-15(16(22)21-18)11-13-7-3-1-4-8-13/h1-10H,11-12H2,(H2,19,23)(H,21,22)/t18-/m0/s1",KUYGTOXJQRJDSP-SFHVURJKSA-N,Xylariain C,"(2~{R})-2,4-dibenzyl-5-oxo-1~{H}-imidazole-2-carboxamide",4,40,23,307.35,307.13208,C18H17N3O2,1.22,84.55,5,3,2,3,2,0,2,0.87,0,0.17,3,,False,False,False,N1=C(CNC1Cc2ccccc2)Cc3ccccc3,-0.05,Benzene and substituted derivatives,Phenethylamines,Benzenoids,Amphetamines and derivatives,Alkaloids,,,False,Unknown sp. BSNB-0294,NPAtlas,10.1021/acs.jafc.1c03141,Xylariain C,,False,,KUYGTOXJQRJDSP-SFHVURJKSA-N,0.9996482133865356,0.8546992224454879,148
CNP0004996.1,CN1C(=O)CO[C@H](C2=CC=C(NC(=O)CC3=CC=CS3)C=C2)[C@H]1CO,"InChI=1S/C18H20N2O4S/c1-20-15(10-21)18(24-11-17(20)23)12-4-6-13(7-5-12)19-16(22)9-14-3-2-8-25-14/h2-8,15,18,21H,9-11H2,1H3,(H,19,22)/t15-,18-/m1/s1",WIRUPBPBZPUGOB-CRAIPNDOSA-N,"N-[4-[(2R,3R)-3-(hydroxymethyl)-4-methyl-5-oxomorpholin-2-yl]phenyl]-2-thiophen-2-ylacetamide","~{N}-[4-[(2~{R},3~{R})-3-(hydroxymethyl)-4-methyl-5-oxo-morpholin-2-yl]phenyl]-2-(2-thienyl)acetamide",2,45,25,360.44,360.11438,C18H20N2O4S,1.82,78.87,5,5,2,5,2,0,2,0.85,0,0.33,3,,False,False,False,O1CCNCC1c2ccc(cc2)NCCc3sccc3,-0.9,Oxazinanes,Morpholines,Organoheterocyclic compounds,Phenylmorpholines,Alkaloids,,,False,,ZINC NP,,CHEMBL3437069,,False,,WIRUPBPBZPUGOB-CRAIPNDOSA-N,0.999637246131897,0.8546898454427719,149
CNP0362987.1,O=C(CC1=CC=CC=C1)O[C@@H]1CSC[C@H]1NC(=O)C1=CC=CC=C1,"InChI=1S/C19H19NO3S/c21-18(11-14-7-3-1-4-8-14)23-17-13-24-12-16(17)20-19(22)15-9-5-2-6-10-15/h1-10,16-17H,11-13H2,(H,20,22)/t16-,17-/m1/s1",LQEYWPRGXIQMAA-IAGOWNOFSA-N,AKOS030489469,"[(3~{S},4~{S})-4-benzamidotetrahydrothiophen-3-yl] 2-phenylacetate",2,43,24,341.43,341.10856,C19H19NO3S,2.69,55.4,5,4,1,4,1,0,2,0.85,0,0.26,3,304.84,False,False,False,O(CCc1ccccc1)C2CSCC2NCc3ccccc3,-0.22,Benzene and substituted derivatives,Benzoic acids and derivatives,Benzenoids,Benzamides,,,,False,,InterBioScreen Ltd|Super Natural II,,,,False,,LQEYWPRGXIQMAA-IAGOWNOFSA-N,0.9996308088302612,0.8546843415498734,150
CNP0447518.1,CC(C)N[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2N1N=NN=C1C1=CC=C(N(C)C)C=C1,"InChI=1S/C18H26N6O2/c1-11(2)19-14-9-25-17-15(10-26-16(14)17)24-18(20-21-22-24)12-5-7-13(8-6-12)23(3)4/h5-8,11,14-17,19H,9-10H2,1-4H3/t14-,15-,16+,17+/m0/s1",HBWGTZARRNRFJF-MWDXBVQZSA-N,,"(3~{S},3~{a}~{R},6~{S},6~{a}~{R})-6-[5-[4-(dimethylamino)phenyl]tetrazol-1-yl]-~{N}-isopropyl-2,3,3~{a},5,6,6~{a}-hexahydrofuro[3,2-b]furan-3-amine",1,52,26,358.45,358.21172,C18H26N6O2,1.11,77.33,5,8,1,8,1,0,2,0.86,0,0.61,4,,False,False,False,n1nc(-c2ccccc2)n(n1)C3COC4CCOC43,-1.58,Furofurans,Furofurans,Organoheterocyclic compounds,Furofurans,Alkaloids,,,False,,Super Natural II,,,,False,,HBWGTZARRNRFJF-MWDXBVQZSA-N,0.999619722366333,0.8546748626232147,151
CNP0292663.1,CC(=O)C1=CC=C(NC(=O)O[C@@H]2CCN3CC4=CC=CC=C4N=C23)C=C1,"InChI=1S/C20H19N3O3/c1-13(24)14-6-8-16(9-7-14)21-20(25)26-18-10-11-23-12-15-4-2-3-5-17(15)22-19(18)23/h2-9,18H,10-12H2,1H3,(H,21,25)/t18-/m1/s1",UUHOVFWFIBJYHZ-GOSISDBHSA-N,,"[(3~{R})-1,2,3,9-tetrahydropyrrolo[2,1-b]quinazolin-3-yl] ~{N}-(4-acetylphenyl)carbamate",1,45,26,349.39,349.14264,C20H19N3O3,3.76,71.0,3,5,1,5,1,0,2,0.86,0,0.25,4,,False,False,False,N=1c2ccccc2CN3C1C(OCNc4ccccc4)CC3,-0.32,Organooxygen compounds,Carbonyl compounds,Organic oxygen compounds,Alkyl-phenylketones,Alkaloids,Anthranilic acid alkaloids,Quinazoline alkaloids,False,,Super Natural II,,,,False,,UUHOVFWFIBJYHZ-GOSISDBHSA-N,0.9996156692504883,0.8546713972091675,152
CNP0298455.1,CN(C)C1=CC=C(C2=NN=NN2[C@H]2CO[C@H]3[C@@H]2OC[C@H]3O)C=C1,"InChI=1S/C15H19N5O3/c1-19(2)10-5-3-9(4-6-10)15-16-17-18-20(15)11-7-22-14-12(21)8-23-13(11)14/h3-6,11-14,21H,7-8H2,1-2H3/t11-,12+,13+,14+/m0/s1",JGSRXVXYBLDEMF-REWJHTLYSA-N,NCGC00395174-01,"(3~{S},3~{a}~{R},6~{R},6~{a}~{R})-3-[5-[4-(dimethylamino)phenyl]tetrazol-1-yl]-2,3,3~{a},5,6,6~{a}-hexahydrofuro[3,2-b]furan-6-ol",2,42,23,317.35,317.14879,C15H19N5O3,0.11,85.53,3,8,1,8,1,0,2,0.86,0,0.53,4,,False,False,False,n1nc(-c2ccccc2)n(n1)C3COC4CCOC43,-1.19,Furofurans,Furofurans,Organoheterocyclic compounds,Furofurans,Alkaloids,,,False,,Super Natural II|ZINC NP,,,,False,,JGSRXVXYBLDEMF-REWJHTLYSA-N,0.9995977282524109,0.8546560576558113,153
CNP0154695.2,CC1=NN(C2=CC=CC=N2)C(C)=C1[C@@H]1C=C[C@@H](NS(C)(=O)=O)C1,"InChI=1S/C16H20N4O2S/c1-11-16(13-7-8-14(10-13)19-23(3,21)22)12(2)20(18-11)15-6-4-5-9-17-15/h4-9,13-14,19H,10H2,1-3H3/t13-,14-/m1/s1",STQFUPOGSFVACK-ZIAGYGMSSA-N,,"~{N}-[(1~{S},4~{S})-4-[3,5-dimethyl-1-(2-pyridyl)pyrazol-4-yl]cyclopent-2-en-1-yl]methanesulfonamide",2,43,23,332.43,332.1307,C16H20N4O2S,1.85,76.88,4,5,1,5,1,0,2,0.87,0,0.38,3,,False,False,False,n1ccccc1-n2ncc(c2)C3C=CCC3,-1.51,Pyridines and derivatives,Pyrazolylpyridines,Organoheterocyclic compounds,Pyrazolylpyridines,Alkaloids,,,False,,Super Natural II|Supernatural3,,"N-[(1S,4S)-4-[3,5-dimethyl-1-(pyridin-2-yl)pyrazol-4-yl]cyclopent-2-en-1-yl]methanesulfonamide",,False,,STQFUPOGSFVACK-ZIAGYGMSSA-N,0.9995976090431213,0.8546559557318687,154
CNP0584797.1,COCCN1C(=O)C[C@H]2[C@H](CNC(=O)C3=NC=CS3)[C@@H](C)C[C@H]21,"InChI=1S/C16H23N3O3S/c1-10-7-13-11(8-14(20)19(13)4-5-22-2)12(10)9-18-15(21)16-17-3-6-23-16/h3,6,10-13H,4-5,7-9H2,1-2H3,(H,18,21)/t10-,11-,12+,13+/m0/s1",OATZEJOITAQHPV-WUHRBBMRSA-N,,"~{N}-[[(3~{a}~{S},4~{R},5~{S},6~{a}~{R})-1-(2-methoxyethyl)-5-methyl-2-oxo-3,3~{a},4,5,6,6~{a}-hexahydrocyclopenta[b]pyrrol-4-yl]methyl]thiazole-2-carboxamide",3,46,23,337.45,337.14601,C16H23N3O3S,1.39,71.53,6,5,1,5,1,0,1,0.85,0,0.69,3,,False,False,False,n1ccsc1CNCC2CCC3NCCC32,-0.56,Prenol lipids,Monoterpenoids,Lipids and lipid-like molecules,Iridoids and derivatives,Alkaloids,,,False,,Supernatural3,,"N-[[(3aS,4R,5S,6aR)-1-(2-methoxyethyl)-5-methyl-2-oxo-3,3a,4,5,6,6a-hexahydrocyclopenta[b]pyrrol-4-yl]methyl]-1,3-thiazole-2-carboxamide",,False,,OATZEJOITAQHPV-WUHRBBMRSA-N,0.9995906949043274,0.8546500441431999,155
CNP0569333.1,CO[C@@H]1C(=O)N(CC2=CC=CC=C2)[C@@H]2CN(C(=O)NC3=CC=CC=C3Cl)C[C@H]12,"InChI=1S/C21H22ClN3O3/c1-28-19-15-12-24(21(27)23-17-10-6-5-9-16(17)22)13-18(15)25(20(19)26)11-14-7-3-2-4-8-14/h2-10,15,18-19H,11-13H2,1H3,(H,23,27)/t15-,18+,19-/m0/s1",AMELTDVMDYJXHK-IPELMVKDSA-N,,"(3~{S},3~{a}~{S},6~{a}~{S})-1-benzyl-~{N}-(2-chlorophenyl)-3-methoxy-2-oxo-3~{a},4,6,6~{a}-tetrahydro-3~{H}-pyrrolo[3,4-b]pyrrole-5-carboxamide",3,50,28,399.88,399.13497,C21H22ClN3O3,3.23,61.88,4,3,1,3,1,0,2,0.86,0,0.33,4,348.55,False,False,False,c1ccc(cc1)NCN2CC3N(Cc4ccccc4)CCC3C2,-0.94,Benzene and substituted derivatives,N-phenylureas,Benzenoids,N-phenylureas,Alkaloids,,,False,,Supernatural3,,"(3S,3aS,6aS)-1-benzyl-N-(2-chlorophenyl)-3-methoxy-2-oxo-3a,4,6,6a-tetrahydro-3H-pyrrolo[3,4-b]pyrrole-5-carboxamide",,False,,AMELTDVMDYJXHK-IPELMVKDSA-N,0.999589741230011,0.8546492287516594,156
CNP0451282.2,O=C(N[C@H]1CO[C@H]2[C@H]1OC[C@H]2N1N=NN=C1OC1=CC=CC=C1)C1CC1,"InChI=1S/C17H19N5O4/c23-16(10-6-7-10)18-12-8-24-15-13(9-25-14(12)15)22-17(19-20-21-22)26-11-4-2-1-3-5-11/h1-5,10,12-15H,6-9H2,(H,18,23)/t12-,13+,14-,15+/m0/s1",JFXMLVSGUXDQLN-LJISPDSOSA-N,,"~{N}-[(3~{S},3~{a}~{S},6~{R},6~{a}~{R})-6-(5-phenoxytetrazol-1-yl)-2,3,3~{a},5,6,6~{a}-hexahydrofuro[3,2-b]furan-3-yl]cyclopropanecarboxamide",3,45,26,357.37,357.1437,C17H19N5O4,0.7,100.39,5,8,1,8,1,0,2,0.84,0,0.53,5,,False,False,False,n1nc(Oc2ccccc2)n(n1)C3COC4C3OCC4NCC5CC5,-1.62,Organooxygen compounds,Ethers,Organic oxygen compounds,Diarylethers,Alkaloids,,,False,,Supernatural3,,"N-[(3S,3aR,6S,6aR)-6-(5-phenoxy-1,2,3,4-tetrazol-1-yl)-hexahydrofuro[3,2-b]furan-3-yl]cyclopropanecarboxamide",,False,,JFXMLVSGUXDQLN-LJISPDSOSA-N,0.999581515789032,0.8546421959996223,157
